,Si,Fe,Ti,Cr,V,Al,Zr,W,Mo,Nb,Sn,Ta
127,0.0,1.5,74.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0
128,0.0,0.0,93.7,0.0,0.0,6.0,0.0,0.3,0.0,0.0,0.0,0.0
129,0.0,0.0,84.7,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.8
130,0.0,0.0,89.0,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,2.5,95.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
132,0.6,0.0,89.9,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0
133,0.0,3.5,84.5,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
134,0.0,0.0,83.5,0.5,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
135,0.0,0.0,70.0,0.0,0.0,4.0,0.0,0.0,0.0,26.0,0.0,0.0
136,0.0,0.0,72.5,8.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,91.9,7.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
138,0.0,0.0,94.5,0.0,0.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,88.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
140,0.3,0.0,89.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
141,0.0,0.0,80.2,0.0,0.0,0.0,0.0,0.8,0.0,19.0,0.0,0.0
142,0.0,3.5,77.5,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,3.5,83.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,93.3,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.7
145,0.0,0.0,86.9,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.1
146,0.0,0.0,84.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0
147,0.0,0.0,94.0,0.0,0.0,0.0,4.5,0.0,0.0,1.5,0.0,0.0
148,0.0,0.0,79.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,2.0,97.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
150,0.0,0.0,86.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,89.8,0.0,0.0,0.0,0.0,0.2,10.0,0.0,0.0,0.0
152,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,5.5,14.5,0.0,0.0
153,0.0,0.0,88.8,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
154,0.0,3.5,91.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,89.7,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.8
156,0.0,2.5,74.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0
157,0.0,2.5,96.9,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
158,0.0,0.0,88.5,6.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,81.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,89.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0
161,0.0,0.0,93.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.5,0.0
162,0.0,0.5,99.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
163,0.0,0.0,93.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
164,0.4,0.0,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
165,0.0,0.0,86.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,6.5,0.0
166,0.8,0.0,98.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
167,0.0,0.0,98.5,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.6
168,0.0,0.0,91.0,0.0,0.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.5,99.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
170,0.1,0.0,91.9,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,87.4,0.0,12.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0
172,0.0,0.0,92.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,7.5,0.0
173,0.6,0.0,95.4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,95.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,3.0,0.0
175,0.0,0.0,96.9,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.0,0.0
176,0.0,2.5,86.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0
177,0.0,0.0,92.8,0.0,6.5,0.0,0.0,0.7,0.0,0.0,0.0,0.0
178,0.0,0.0,92.0,0.0,0.0,6.5,0.0,0.0,1.5,0.0,0.0,0.0
179,0.0,2.0,94.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,84.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0
181,0.0,0.0,97.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,89.0,0.5,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0
183,0.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
184,0.0,2.5,96.7,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
185,0.7,0.0,96.8,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,1.0,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
187,0.0,0.0,96.5,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,1.0,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
189,0.0,0.0,96.8,0.0,0.0,0.0,2.5,0.7,0.0,0.0,0.0,0.0
190,0.2,0.0,89.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0
191,0.0,0.0,88.0,0.0,0.0,6.5,5.5,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,81.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
193,0.0,0.0,86.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.5,0.0
194,0.0,3.0,88.5,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,94.9,4.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
196,0.0,0.0,98.6,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
197,0.0,0.0,78.0,0.0,0.0,7.5,0.0,0.0,14.5,0.0,0.0,0.0
198,0.0,3.5,91.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
199,0.1,0.0,90.4,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.5,4.5,0.0,0.0,0.0
201,0.0,0.0,78.5,0.0,0.0,8.5,0.0,0.0,13.0,0.0,0.0,0.0
202,0.0,0.0,94.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.5,0.0
203,0.0,0.0,97.5,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0
204,0.0,0.0,77.5,0.0,0.0,7.5,0.0,0.0,0.0,15.0,0.0,0.0
205,0.0,0.0,91.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
206,0.2,0.0,98.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.6
208,0.1,0.0,82.9,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,4.0,81.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,95.9,3.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
211,0.0,0.0,74.5,0.0,0.0,0.0,0.0,0.0,0.0,22.5,3.0,0.0
212,0.0,0.0,82.3,0.0,0.0,0.0,0.0,0.2,0.0,17.5,0.0,0.0
213,0.0,0.0,87.0,7.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0
214,0.0,4.0,86.5,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0
215,0.0,0.0,89.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0
216,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0
217,0.0,3.5,90.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,0.6,0.0,93.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,0.0,0.0,84.4,0.0,0.0,0.0,0.0,0.6,0.0,15.0,0.0,0.0
220,0.0,0.5,84.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
221,0.0,0.0,89.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,10.0,0.0
222,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
223,0.0,0.5,98.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,91.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.2
225,0.7,0.0,97.8,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
226,0.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0
227,0.2,0.0,90.3,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0
228,0.0,0.0,73.7,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.8
229,0.0,2.5,94.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,83.4,0.0,0.0,0.0,0.0,0.1,0.0,16.5,0.0,0.0
231,0.0,1.0,92.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0
232,0.0,0.0,91.5,0.0,0.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0
233,0.6,0.0,78.9,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,0.5,0.0,79.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
235,0.2,0.0,90.3,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0
236,0.0,2.5,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0
237,0.0,2.5,82.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0
238,0.0,1.0,97.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
239,0.4,0.0,97.1,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.5
241,0.0,0.0,98.1,1.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
242,0.0,0.0,91.5,0.0,0.0,2.5,6.0,0.0,0.0,0.0,0.0,0.0
243,0.0,1.5,93.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,96.6,0.0,0.0,0.0,0.0,0.4,3.0,0.0,0.0,0.0
245,0.0,0.0,97.5,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,90.8,0.0,0.0,0.0,0.0,0.7,0.0,0.0,8.5,0.0
247,0.0,0.0,97.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,86.2,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
250,0.0,0.0,98.7,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.5,0.0
251,0.0,0.0,95.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.6
252,0.0,0.0,88.5,0.0,11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,4.0,89.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0
254,0.0,0.0,94.8,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0
255,0.0,0.0,93.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0
256,0.7,0.0,98.7,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
257,0.0,0.0,86.5,8.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,75.5,0.0,19.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0
259,0.0,3.0,90.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0
260,0.0,0.0,96.0,3.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
261,0.0,4.0,94.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0,0.0,77.0,0.0,14.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,93.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6
264,0.0,0.0,95.7,0.0,0.0,0.0,0.0,0.3,0.0,4.0,0.0,0.0
265,0.0,0.0,82.5,3.5,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
266,0.0,4.5,83.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
267,0.5,0.0,90.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,92.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,7.0,0.0
269,0.0,0.0,80.5,1.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,3.5,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0
271,0.0,0.0,95.5,0.0,0.0,4.0,0.0,0.5,0.0,0.0,0.0,0.0
272,0.0,3.0,96.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
273,0.4,2.0,97.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,83.0,0.0,13.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0
275,0.0,0.0,92.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5,0.0
276,0.0,0.0,86.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0
277,0.7,0.0,98.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,86.9,0.0,13.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
