,Si,Fe,Ti,Cr,V,Al,Zr,W,Mo,Nb,Sn,Ta,Moeq,Bo,Md,fliter
205,0.0,0.0,0.9236235634463904,0.0743413034487114,0.0,0.0,0.0,0.0,0.0,0.0,0.002035133104898,0.0,12.635000000000002,2.788150433177881,2.3742570857707994,True
208,0.0017208080521559,0.0,0.8369994619683406,0.0,0.1612797299795035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.99,2.792025130905749,2.353839115672903,True
213,0.0,0.0,0.8988496408830129,0.0713337958359979,0.0,0.0,0.0298165632809889,0.0,0.0,0.0,0.0,0.0,11.065,2.798041030976976,2.392398218152759,True
218,0.0102316795633748,0.0,0.9345031614749008,0.0552651589617242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.200000000000001,2.787049028631408,2.390920836113936,True
228,0.0,0.0,0.8466424920167821,0.0,0.0,0.0,0.0,0.0,0.0,0.1509263958947704,0.0,0.0024311120884473,7.340000000000001,2.8374968700107943,2.44373290630985,True
229,0.0,0.0215568524737954,0.9506600312926689,0.0277831162335357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,2.7866979832275733,2.3882171324134345,True
231,0.0,0.0088731041491789,0.957558680552532,0.0,0.0,0.0,0.0,0.0,0.033568215298289,0.0,0.0,0.0,9.4,2.797930761299697,2.4175713994325454,True
235,0.0035738279625127,0.0,0.9467375788062152,0.0,0.0,0.0,0.0,0.0,0.0496885932312721,0.0,0.0,0.0,8.7,2.802746579348722,2.4219686081828606,True
240,0.0,0.0,0.8711085300670094,0.0,0.0,0.0,0.0,0.0,0.0,0.1274047711341655,0.0,0.001486698798825,6.285,2.829894365655241,2.4441945729630152,True
249,0.0,0.0,0.8740008027783294,0.0,0.1238534578257174,0.0,0.0,0.0,0.0,0.0,0.0,0.0021457393959531,8.91,2.792617393613553,2.375964503859473,True
252,0.0,0.0,0.8874580204314996,0.0,0.1036471706282874,0.008894808940213,0.0,0.0,0.0,0.0,0.0,0.0,6.87,2.788316997105187,2.3852058590805028,True
253,0.0,0.0356112444001294,0.929604633387866,0.0,0.0,0.0,0.0,0.0,0.0,0.0347841222120045,0.0,0.0,13.42,2.795798330791892,2.3935665459657334,True
257,0.0,0.0,0.8940505923363969,0.0761206081274661,0.0,0.0,0.029828799536137,0.0,0.0,0.0,0.0,0.0,11.865,2.797991997973295,2.3877657560985845,True
267,0.00855622309531,0.0,0.90363454182884,0.0878092350758499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2.78707472332534,2.35979946410696,True
270,0.0,0.0306096370122999,0.959104822120088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102855408676119,0.0,9.325,2.7805304912354107,2.398189873814759,True
274,0.0,0.0,0.8518834975104177,0.0,0.1301955376530196,0.0,0.0,0.0,0.0179209648365626,0.0,0.0,0.0,12.545,2.796845356465177,2.363427976938945,True
278,0.0,0.0,0.8765265461947035,0.0,0.1232108255217669,0.0,0.0,0.0002626282835295,0.0,0.0,0.0,0.0,8.754000000000001,2.791936142857809,2.3760552897186606,True
279,0.0,0.0,0.9348843135642922,0.0648494763035249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000266210132183,11.225,2.7893808941474547,2.3841832191129884,True
282,0.0,0.0,0.8579785327101339,0.0,0.0,0.0,0.0,0.0,0.0,0.1405183879805114,0.0,0.0015030793093546,6.845000000000001,2.8339522719614894,2.443894335738434,True
289,0.0,0.0389361666871936,0.95999568593657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010681473762364,13.15,2.784965997001668,2.389542070015932,True
290,0.0,0.0,0.8238088768430063,0.0,0.175927612453397,0.0,0.0,0.0002635107035965,0.0,0.0,0.0,0.0,12.439000000000002,2.792727190272505,2.345742806325448,True
291,0.0,0.0,0.945860514473966,0.0,0.0098206161109938,0.0,0.0,0.0,0.04431886941504,0.0,0.0,0.0,9.17,2.802246360591971,2.419814175200469,True
292,0.0,0.0,0.9604440849411228,0.0371892855414799,0.0,0.0,0.0,0.0023666295173973,0.0,0.0,0.0,0.0,6.796,2.790383738747372,2.410076096241282,True
309,0.0,0.0,0.902172745442312,0.0482867005043401,0.0,0.0,0.0495405540533478,0.0,0.0,0.0,0.0,0.0,6.47,2.804132850294243,2.424336437035275,True
312,0.00853580613617,0.0,0.9315275545195276,0.0599366393443024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,2.7873859973620294,2.3868130523597366,True
317,0.0119522772559267,0.0,0.9096549478265524,0.0783927749175206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,2.7864006079843,2.3680851886227083,True
318,0.0,0.0,0.8438161142576045,0.0,0.0,0.0,0.0,0.0,0.0171819701762902,0.1390019155661051,0.0,0.0,9.580000000000002,2.837642269768054,2.4354525184363025,True
319,0.0,0.0,0.9425380078716536,0.0422119998217255,0.0,0.0,0.0,0.0,0.0152499923066211,0.0,0.0,0.0,10.2,2.793698915901669,2.39868507591173,True
335,0.0,0.0,0.8922252520775432,0.0807130210994807,0.0,0.0,0.0270617268229761,0.0,0.0,0.0,0.0,0.0,12.750000000000002,2.797122427907506,2.381968143517393,True
337,0.0,0.0,0.930139040097597,0.0,0.0,0.0,0.0,0.0,0.0533359273955564,0.0165250325068466,0.0,0.0,10.84,2.809666943223603,2.420698663538102,True
345,0.0,0.0,0.8215312790736174,0.0,0.0215927658496674,0.0,0.0,0.0,0.0,0.1568759550767151,0.0,0.0,8.760000000000002,2.83879856160645,2.4309760126696767,True
346,0.0,0.0,0.9102959556335866,0.0571370042122727,0.0,0.0,0.0325670401541407,0.0,0.0,0.0,0.0,0.0,8.580000000000002,2.799011336839291,2.4074943914733744,True
353,0.0,0.0264233167905826,0.950508260184351,0.0,0.0,0.0,0.0,0.0,0.0230684230250664,0.0,0.0,0.0,13.2,2.7926248384519528,2.396735084193337,True
355,0.0,0.0402654724864853,0.9186520398821936,0.0,0.0,0.0,0.041082487631321,0.0,0.0,0.0,0.0,0.0,11.775,2.7965635156632493,2.4074948031414283,True
369,0.0144208319551958,0.0,0.9222635246688256,0.0,0.0,0.0,0.0,0.0,0.0633156433759785,0.0,0.0,0.0,8.8,2.803982800123902,2.412666651826341,True
370,0.0051287204980927,0.0,0.9348499478143372,0.0600213316875703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,2.7881652883573738,2.387572535631716,True
375,0.0,0.0,0.8218244661878986,0.0,0.176588529914895,0.0,0.0,0.0015870038972063,0.0,0.0,0.0,0.0,12.659,2.7931804742542874,2.344866468837483,True
385,0.0,0.0,0.9370746183683356,0.0605539975751875,0.0,0.0,0.0,0.0023713840564767,0.0,0.0,0.0,0.0,10.796,2.790128319685593,2.387433907328465,True
392,0.0,0.0,0.8392543662613671,0.0,0.0107291789354768,0.0,0.0,0.0,0.0,0.150016454803156,0.0,0.0,7.81,2.8365160222182078,2.437380343651628,True
395,0.0,0.0,0.8439561520447745,0.0,0.0159666971425829,0.0,0.0,0.0,0.0,0.1400771508126425,0.0,0.0,7.725,2.833523340058245,2.434597374674324,True
397,0.0,0.0,0.8478153031745744,0.0,0.1519215879558363,0.0,0.0,0.0002631088695892,0.0,0.0,0.0,0.0,10.764,2.79236696529065,2.3595464210992985,True
403,0.0,0.0,0.8761855531016538,0.0,0.1059211961438281,0.0,0.0,0.0,0.0178932507545181,0.0,0.0,0.0,10.87,2.7964736753981407,2.3773991923506035,True
405,0.0,0.0301988693338127,0.9512672230255252,0.0185339076406621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35,2.785598484178553,2.384406714620824,True
413,0.0,0.0346113924645844,0.9640743715066782,0.0,0.0,0.0,0.0,0.0013142360287374,0.0,0.0,0.0,0.0,11.82,2.78562928551705,2.395351523426568,True
419,0.0,0.0,0.9094889458665818,0.0,0.0,0.0188709333932371,0.0,0.0,0.071640120740181,0.0,0.0,0.0,12.5,2.802688733206931,2.4075217807721425,True
428,0.0,0.0,0.8944220388583513,0.0,0.0,0.0373349550977625,0.0,0.0,0.0682430060438862,0.0,0.0,0.0,11.0,2.795040416994395,2.404612165153524,True
440,0.0,0.0,0.8451634694434522,0.0,0.1527205894480665,0.0,0.0,0.0021159411084811,0.0,0.0,0.0,0.0,11.072,2.792999649113061,2.358392183151681,True
451,0.0,0.0,0.9364381564670616,0.0378934349435238,0.0,0.0,0.0,0.0,0.0256684085894146,0.0,0.0,0.0,11.4,2.796590647760532,2.3978064149652702,True
452,0.0,0.0,0.9233290733729096,0.0745620661021513,0.0,0.0,0.0,0.0021088605249387,0.0,0.0,0.0,0.0,13.152,2.78988628554873,2.373958535250163,True
454,0.0,0.0,0.9331034337302376,0.0516342243524846,0.0,0.0,0.0,0.0,0.0152623419172777,0.0,0.0,0.0,11.8,2.79359864287554,2.3895489384306456,True
455,0.0,0.0356764227682242,0.9261032382682342,0.0,0.0,0.0,0.0382203389635413,0.0,0.0,0.0,0.0,0.0,10.41,2.7963541975684247,2.412883552223809,True
462,0.0,0.0,0.9181037958438018,0.0,0.0,0.0187212396155356,0.0,0.0,0.0631749645406627,0.0,0.0,0.0,11.0,2.8004322340995462,2.411672821048201,True
474,0.0,0.0,0.9292838724713932,0.0696652672912765,0.0,0.0,0.0,0.0010508602373302,0.0,0.0,0.0,0.0,12.176,2.7895857202393013,2.379100283405754,True
482,0.0034308125851387,0.0,0.8736247772133506,0.0,0.1229444102015106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.910000000000001,2.791058510071026,2.3754595534256024,True
497,0.0,0.0,0.8430163308950068,0.0,0.1567162746730956,0.0,0.0,0.0,0.0,0.0,0.0,0.0002673944318976,11.080000000000002,2.7924454017489886,2.35691060319525,True
503,0.0,0.0,0.9239468318443672,0.0744486876029587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001604480552674,12.95,2.7897490505520137,2.374993998079158,True
505,0.0,0.0,0.8044603550576845,0.0,0.1679779785095301,0.0,0.0,0.0,0.0,0.0,0.0275616664327853,0.0,9.245,2.778545904796221,2.340848764104844,True
513,0.0,0.0216034674767274,0.9073483419592284,0.0,0.071048190564044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.275,2.788062840879196,2.374217365495072,True
519,0.0,0.0,0.9306292757370958,0.0,0.0,0.0,0.0,0.0,0.0563561261360148,0.0,0.0130145981268893,0.0,9.51,2.798786821184799,2.4150948571478663,True
523,0.0,0.0,0.9376948599726512,0.0604634870588977,0.0,0.0,0.0,0.0018416529684509,0.0,0.0,0.0,0.0,10.708,2.7899518553867835,2.387720261176759,True
526,0.0,0.0,0.9270249637455248,0.0518646933036155,0.0,0.0,0.0,0.0,0.0,0.0211103429508597,0.0,0.0,9.920000000000002,2.795952584345476,2.396257574300927,True
534,0.0,0.0,0.8146668162523185,0.0046582246046578,0.1806749591430236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.53,2.792658883916494,2.338598078850848,True
538,0.0,0.0,0.9528858750858076,0.0463155887536921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007985361605003,8.075,2.7897732103245265,2.402187271535155,True
539,0.0,0.0,0.9381464943856264,0.0,0.0,0.0,0.0,0.0008308440763107,0.0610226615380628,0.0,0.0,0.0,11.632,2.806937519365455,2.4170314199638847,True
550,0.0,0.0,0.8500132669823924,0.0,0.1473799260702217,0.0,0.0,0.0,0.0,0.002606806947386,0.0,0.0,10.525,2.793016202237796,2.362196585949833,True
551,0.0,0.0,0.9482455510978944,0.0509681505529038,0.0,0.0,0.0,0.0007862983492015,0.0,0.0,0.0,0.0,8.932,2.7897027602909006,2.397317000233285,True
552,0.0,0.0,0.8545207112584368,0.0,0.0,0.0,0.0,0.0,0.0,0.1408850851770437,0.0045942035645194,0.0,6.390000000000001,2.831204230112495,2.44216545440404,True
557,0.0,0.0303300166975299,0.9675304201983442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021395631041259,10.35,2.786541533017904,2.402351958621798,True
561,0.0119690540071245,0.0,0.8607703385747402,0.0,0.1272606074181352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.245,2.7891679957436404,2.370868794394813,True
565,0.0,0.0,0.8177987363472167,0.0,0.1811445250249352,0.0,0.0,0.001056738627848,0.0,0.0,0.0,0.0,12.906,2.793071175315703,2.34244562112522,True
569,0.0,0.0086076233998911,0.9590355693325454,0.0323568072675633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,2.788447615467472,2.402924186372692,True
572,0.0,0.0,0.9351089310608304,0.0601670734018574,0.0047239955373123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.735,2.78940902212564,2.3859818084396456,True
573,0.0034256602316403,0.0,0.9225612098309656,0.0740131299373939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.7884013793776425,2.37443513901345,True
588,0.0,0.0,0.9434162525650224,0.0,0.0,0.0,0.0,0.0,0.0554633604291498,0.0,0.0,0.0011203870058279,10.6,2.805538114397221,2.420138919339923,True
591,0.0,0.0,0.9345696768863522,0.0648975085004535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005328146131942,11.250000000000002,2.7894747437795653,2.384159070690569,True
592,0.0,0.0,0.8826442240530786,0.0821683300735187,0.0,0.0351874458734026,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2.7762879180712727,2.35868758902803,True
596,0.0,0.0,0.94898588712444,0.0,0.0,0.0,0.0,0.0010969609113118,0.0499171519642482,0.0,0.0,0.0,9.676,2.803994864391529,2.422328903803633,True
597,0.0034283962466009,0.0,0.913240330456214,0.0833312732971852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,2.7882982532532594,2.3654051823021174,True
605,0.0,0.0,0.8652671088566868,0.0204245201798772,0.0,0.0,0.0,0.0,0.0,0.1143083709634359,0.0,0.0,8.8,2.8250966169057232,2.42457954741354,True
609,0.0017141742490844,0.0387933793598205,0.959492446391095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.65,2.7842151743659445,2.3892399842666614,True
611,0.0,0.0389950511382919,0.9594255474758524,0.0,0.0,0.0,0.0,0.0015794013858557,0.0,0.0,0.0,0.0,13.313999999999998,2.785108787356039,2.388773038897909,True
615,0.0,0.0095581102565324,0.8697906291919733,0.0,0.0,0.0,0.0,0.0,0.0,0.1206512605514942,0.0,0.0,8.780000000000001,2.8259526621847533,2.4300981340481607,True
616,0.0,0.0349843475795502,0.9489532601998172,0.0,0.0,0.0,0.0160623922206326,0.0,0.0,0.0,0.0,0.0,11.09,2.7898916437837498,2.403115519288873,True
619,0.0,0.0,0.8638345329946764,0.0,0.0,0.0,0.0,0.0,0.016899801812977,0.1192656651923465,0.0,0.0,8.74,2.831466736439378,2.436043586019469,True
624,0.0119313622250204,0.030001997322025,0.9580666404529544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,2.7830974404227087,2.399710001488467,True
629,0.0,0.0,0.9336709104757972,0.0,0.0,0.0,0.0,0.0022303012527719,0.0640987882714309,0.0,0.0,0.0,12.352,2.8082461201177797,2.4150116259302954,True
638,0.0,0.0,0.932389452749082,0.0652382099932647,0.0,0.0,0.0,0.0023723372576532,0.0,0.0,0.0,0.0,11.596000000000002,2.790077112671388,2.382894548044906,True
650,0.0,0.0,0.9391812984446232,0.0557807067201804,0.0,0.0,0.0,0.0,0.0050379948351962,0.0,0.0,0.0,10.6,2.7907617848160866,2.39050002969824,True
657,0.0,0.0,0.900881460712738,0.0092663967017524,0.0898521425855097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.965,2.791245851775064,2.3863558796093343,True
658,0.0,0.0,0.92790945469548,0.0,0.0,0.0,0.0,0.0,0.0698124560093062,0.0,0.0,0.0022780892952137,13.2,2.8098652441010463,2.4132625058802755,True
665,0.0,0.0,0.8471039068815203,0.0,0.0,0.0,0.0,0.0020920620482911,0.0,0.1508040310701885,0.0,0.0,7.448,2.837299286386866,2.442746984017276,True
667,0.0,0.0,0.948602105357024,0.0,0.0097949654826421,0.0,0.0,0.0,0.0416029291603338,0.0,0.0,0.0,8.67,2.8015045241430108,2.421148871275559,True
668,0.0102479641387678,0.0,0.9159478784036597,0.0738041574575724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,2.7868413704801887,2.3729525242813363,True
669,0.0,0.0,0.9192613827485496,0.0791334924486048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016051248028452,13.750000000000002,2.789697745763272,2.37045447630074,True
677,0.0,0.0043144792665034,0.9261776466745628,0.0695078740589336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45,2.7886357007673075,2.373270069681001,True
680,0.0,0.0,0.9411988611117432,0.0331432137480363,0.0,0.0,0.0,0.0,0.0256579251402203,0.0,0.0,0.0,10.6,2.796640038212052,2.4024144742600058,True
681,0.0,0.0,0.9189606588963664,0.0791947279163873,0.0,0.0,0.0,0.0018446131872461,0.0,0.0,0.0,0.0,13.908,2.789746803410647,2.369568578703804,True
696,0.0,0.0,0.8322396846569458,0.0,0.1666876909298716,0.0,0.0,0.0,0.0,0.0,0.0,0.0010726244131825,11.825,2.792880024406214,2.3512446781660308,True
698,0.0,0.0,0.9621912902049072,0.0370233531252571,0.0,0.0,0.0,0.0007853566698355,0.0,0.0,0.0,0.0,6.532,2.789855837600017,2.410829862070438,True
700,0.0,0.0,0.8403135751921746,0.0,0.1575360791352213,0.0,0.0,0.0,0.0,0.0,0.0,0.0021503456726041,11.255,2.7931242635551308,2.356597383533747,True
702,0.0,0.0,0.8403669851593649,0.0,0.156976648353995,0.0,0.00265636648664,0.0,0.0,0.0,0.0,0.0,10.97,2.793140934205355,2.358032077675446,True
714,0.0,0.0,0.887400564174448,0.0,0.0,0.0,0.0,0.0,0.0761333680124092,0.0,0.0364660678131427,0.0,10.86,2.7922961130861244,2.3973454576148088,True
717,0.0,0.01328502072489,0.9557862879824998,0.0,0.0,0.0,0.0,0.0,0.0309286912926101,0.0,0.0,0.0,10.35,2.796596914842123,2.412333395400404,True
721,0.0,0.0,0.9302932579245868,0.0,0.0,0.0,0.0,0.0002787380742414,0.0694280040011717,0.0,0.0,0.0,13.044,2.809047222347191,2.41315346327759,True
728,0.0,0.0,0.9126669553820576,0.0793514774219427,0.0,0.0,0.0079815671959997,0.0,0.0,0.0,0.0,0.0,13.345,2.791489677638374,2.373995441602589,True
731,0.0,0.0,0.9133203263287378,0.0,0.085344840561479,0.0,0.0,0.0,0.0,0.0,0.0,0.0013348331097831,6.155,2.7917527035292857,2.398038842658371,True
733,0.0,0.0043007267158381,0.9633656594653702,0.0323336138187915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.050000000000001,2.789046529234492,2.409312254123582,True
752,0.0,0.0,0.8553495197008993,0.0,0.1269028827196345,0.0177475975794662,0.0,0.0,0.0,0.0,0.0,0.0,8.045,2.785443417721869,2.3696471858340824,True
757,0.0,0.0,0.9488459215556012,0.0508923686965206,0.0,0.0,0.0,0.000261709747878,0.0,0.0,0.0,0.0,8.844000000000001,2.7895278567098774,2.397587153577617,True
775,0.0,0.0,0.9272724913800068,0.0,0.0,0.0,0.0,0.0,0.0618583021639417,0.0,0.0108692064560514,0.0,10.675,2.801376628817538,2.4131652505080745,True
776,0.0136359780495541,0.0342883376776549,0.9520756842727908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.399999999999999,2.782111282089458,2.392953750334186,True
779,0.0,0.0,0.8941764984657173,0.0,0.0400095967702377,0.0,0.0,0.0,0.0,0.0658139047640449,0.0,0.0,6.040000000000001,2.810936640523644,2.422480762047541,True
782,0.0,0.0,0.8166356108146794,0.0,0.172651776061892,0.0,0.0107126131234286,0.0,0.0,0.0,0.0,0.0,11.72,2.795760710125464,2.352942271355522,True
785,0.0,0.0,0.886069949734189,0.0,0.1136633880059445,0.0,0.0,0.0,0.0,0.0,0.0,0.0002666622598665,8.065000000000001,2.791799349260082,2.381665951526411,True
792,0.0,0.038907281052474,0.9602922027364688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008005162110571,13.124999999999998,2.7848752706724205,2.3895622819661724,True
793,0.0,0.0177976124658872,0.9447594146523706,0.0,0.0,0.0,0.0,0.0,0.0,0.0374429728817423,0.0,0.0,7.76,2.799096010487701,2.419833940399139,True
800,0.0,0.0,0.909231429672618,0.0,0.0899811885581895,0.0,0.0,0.0007873817691925,0.0,0.0,0.0,0.0,6.497,2.7916134907210526,2.3949655484155943,True
801,0.0,0.0,0.8137826139142715,0.0,0.1856896472487162,0.0,0.0,0.0005277388370123,0.0,0.0,0.0,0.0,13.153,2.7929621372191304,2.340030550768109,True
808,0.0017171452382771,0.0,0.870480388382375,0.0,0.1278024663793479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.645,2.7915238107361247,2.3730894469580206,True
813,0.0,0.0,0.8629278870041964,0.0,0.0,0.0,0.0,0.0,0.0,0.1343724175176632,0.0,0.0026996954781403,6.665,2.832476769212219,2.4441362088172576,True
816,0.0,0.0,0.9011406155571172,0.0231726558708601,0.0756867285720226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36,2.7908804017140008,2.381025827532224,True
820,0.0136262440699964,0.0299808784687633,0.95639287746124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,2.7827122480008124,2.3993225793378787,True
